name,stars,img,owner,repo_name
MoHoThrives/Empathetic-flashy,0,https://avatars.githubusercontent.com/u/34104848?s=40&v=4,MoHoThrives,Empathetic-flashy
cmpub2/claude-dev,0,https://avatars.githubusercontent.com/u/164981654?s=40&v=4,cmpub2,claude-dev
rxtoolkit/genai,3,https://avatars.githubusercontent.com/u/155207615?s=40&v=4,rxtoolkit,genai
defibabylon/llama-dev,0,https://avatars.githubusercontent.com/u/68934089?s=40&v=4,defibabylon,llama-dev
sosacrazy126/reimagined-meme,0,https://avatars.githubusercontent.com/u/149269088?s=40&v=4,sosacrazy126,reimagined-meme
HammingHQ/hamming-examples,6,https://avatars.githubusercontent.com/u/153960279?s=40&v=4,HammingHQ,hamming-examples
cline/cline,45457,https://avatars.githubusercontent.com/u/184127137?s=40&v=4,cline,cline
HammingHQ/evals-ts,1,https://avatars.githubusercontent.com/u/153960279?s=40&v=4,HammingHQ,evals-ts
superyhee/claude-ui-copilot,11,https://avatars.githubusercontent.com/u/8732388?s=40&v=4,superyhee,claude-ui-copilot
vuongbachdoan/PRSV24-HACKATHON-GENAI,1,https://avatars.githubusercontent.com/u/110236548?s=40&v=4,vuongbachdoan,PRSV24-HACKATHON-GENAI
MedFediJatlaoui/ValoParamAdmin,0,https://avatars.githubusercontent.com/u/100429351?s=40&v=4,MedFediJatlaoui,ValoParamAdmin
aayush-kumar-codes/TalentAI,0,https://avatars.githubusercontent.com/u/46257768?s=40&v=4,aayush-kumar-codes,TalentAI
sawyerit/testwithclaude,0,https://avatars.githubusercontent.com/u/2073385?s=40&v=4,sawyerit,testwithclaude
jiaming-ai/hackerthon,1,https://avatars.githubusercontent.com/u/103470603?s=40&v=4,jiaming-ai,hackerthon
fumieval/sashimi-tanpopo,0,https://avatars.githubusercontent.com/u/761865?s=40&v=4,fumieval,sashimi-tanpopo
quantalogic/qllm,33,https://avatars.githubusercontent.com/u/171659527?s=40&v=4,quantalogic,qllm
poornimagodavarthy/CivicSearch-AI-Hackathon,1,https://avatars.githubusercontent.com/u/71750194?s=40&v=4,poornimagodavarthy,CivicSearch-AI-Hackathon
manishiitg/ai-agent-recruiter,3,https://avatars.githubusercontent.com/u/1370315?s=40&v=4,manishiitg,ai-agent-recruiter
ASUCICREPO/Interactive-Avatar,0,https://avatars.githubusercontent.com/u/55417274?s=40&v=4,ASUCICREPO,Interactive-Avatar
adexltd/adex-pr-review-bot,0,https://avatars.githubusercontent.com/u/117255197?s=40&v=4,adexltd,adex-pr-review-bot
hashintel/hash,1215,https://avatars.githubusercontent.com/u/22116112?s=40&v=4,hashintel,hash
PromptMixerDev/prompt-mixer-bedrock-connector,0,https://avatars.githubusercontent.com/u/149973645?s=40&v=4,PromptMixerDev,prompt-mixer-bedrock-connector
WaelArfaaoui/AdminModule,0,https://avatars.githubusercontent.com/u/161303710?s=40&v=4,WaelArfaaoui,AdminModule
szaranger/conversational-ad-writing,0,https://avatars.githubusercontent.com/u/658820?s=40&v=4,szaranger,conversational-ad-writing
nakedtatsuya/bedrock,0,https://avatars.githubusercontent.com/u/26600620?s=40&v=4,nakedtatsuya,bedrock
Renukadema/solution-guidance-for-building-an-automated-call-centre-agent,0,https://avatars.githubusercontent.com/u/153048791?s=40&v=4,Renukadema,solution-guidance-for-building-an-automated-call-centre-agent
darshansrc/chatmermaid,1,https://avatars.githubusercontent.com/u/96766940?s=40&v=4,darshansrc,chatmermaid
aws-samples/solution-guidance-for-building-an-automated-call-centre-agent,10,https://avatars.githubusercontent.com/u/8931462?s=40&v=4,aws-samples,solution-guidance-for-building-an-automated-call-centre-agent
sribala20/civic-search,1,https://avatars.githubusercontent.com/u/102557097?s=40&v=4,sribala20,civic-search
sansmoraxz/tambla,0,https://avatars.githubusercontent.com/u/31374920?s=40&v=4,sansmoraxz,tambla
AbdullA-Ababakre/poppyAI,0,https://avatars.githubusercontent.com/u/35424601?s=40&v=4,AbdullA-Ababakre,poppyAI
aws-samples/generative-ai-newsletter-app,45,https://avatars.githubusercontent.com/u/8931462?s=40&v=4,aws-samples,generative-ai-newsletter-app
Rkaede/simple-chat-app,1,https://avatars.githubusercontent.com/u/1498573?s=40&v=4,Rkaede,simple-chat-app
fumieval/aws-bedrock-example,0,https://avatars.githubusercontent.com/u/761865?s=40&v=4,fumieval,aws-bedrock-example
lee-vincent/AHEAD-ai-dad-joke-generator,0,https://avatars.githubusercontent.com/u/16567494?s=40&v=4,lee-vincent,AHEAD-ai-dad-joke-generator
erinmd/breathe-easy-thailand,0,https://avatars.githubusercontent.com/u/24756515?s=40&v=4,erinmd,breathe-easy-thailand
DurgeshRathod/ai-test-gen-angular,12,https://avatars.githubusercontent.com/u/12259813?s=40&v=4,DurgeshRathod,ai-test-gen-angular
nkaewam/NQL,0,https://avatars.githubusercontent.com/u/43312669?s=40&v=4,nkaewam,NQL
heeki/lambda_bedrock_streaming,8,https://avatars.githubusercontent.com/u/7570411?s=40&v=4,heeki,lambda_bedrock_streaming
