name,stars,img,owner,repo_name
yurijvolkov/cline_clone,0,https://avatars.githubusercontent.com/u/16668275?s=40&v=4,yurijvolkov,cline_clone
kodelydev/kodely,1,https://avatars.githubusercontent.com/u/208318331?s=40&v=4,kodelydev,kodely
xstabel/adk-agentshack,0,https://avatars.githubusercontent.com/u/12413158?s=40&v=4,xstabel,adk-agentshack
codai-agent/codai,16,https://avatars.githubusercontent.com/u/209134232?s=40&v=4,codai-agent,codai
aeonnext/cline,0,https://avatars.githubusercontent.com/u/114485942?s=40&v=4,aeonnext,cline
cjh3afge2449/prod-ai-vacation,0,https://avatars.githubusercontent.com/u/205473806?s=40&v=4,cjh3afge2449,prod-ai-vacation
cjh3afge2449/ai-vacations,0,https://avatars.githubusercontent.com/u/205473806?s=40&v=4,cjh3afge2449,ai-vacations
cjh3afge2449/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/205473806?s=40&v=4,cjh3afge2449,codelab-ai-genkit-rag
raoakhan/google-a2a,0,https://avatars.githubusercontent.com/u/11025999?s=40&v=4,raoakhan,google-a2a
mdagdelen/ai-genkit-rag,0,https://avatars.githubusercontent.com/u/16350032?s=40&v=4,mdagdelen,ai-genkit-rag
kyle-apex/roo-scheduler,19,https://avatars.githubusercontent.com/u/20145331?s=40&v=4,kyle-apex,roo-scheduler
dirakx1/clonegram,0,https://avatars.githubusercontent.com/u/35827025?s=40&v=4,dirakx1,clonegram
Deep-Deterministic-Policy-Gradient/generative-ai,1,https://avatars.githubusercontent.com/u/189816173?s=40&v=4,Deep-Deterministic-Policy-Gradient,generative-ai
Mordekay15/Lapland,0,https://avatars.githubusercontent.com/u/71758276?s=40&v=4,Mordekay15,Lapland
mattsday/testing-app-hosting,0,https://avatars.githubusercontent.com/u/9934992?s=40&v=4,mattsday,testing-app-hosting
Ha1ion/A2A_test,0,https://avatars.githubusercontent.com/u/143371193?s=40&v=4,Ha1ion,A2A_test
hareruya-maro/airy-recipe,0,https://avatars.githubusercontent.com/u/24286134?s=40&v=4,hareruya-maro,airy-recipe
cryptoking-max/whispered,1,https://avatars.githubusercontent.com/u/30821921?s=40&v=4,cryptoking-max,whispered
cryptoking-max/grabbed,1,https://avatars.githubusercontent.com/u/30821921?s=40&v=4,cryptoking-max,grabbed
blajanclaudiu/mice,1,https://avatars.githubusercontent.com/u/14810726?s=40&v=4,blajanclaudiu,mice
codedprocessing/influence,1,https://avatars.githubusercontent.com/u/39759931?s=40&v=4,codedprocessing,influence
Wiqitanoli/per,1,https://avatars.githubusercontent.com/u/32405546?s=40&v=4,Wiqitanoli,per
blajanclaudiu/transportation,1,https://avatars.githubusercontent.com/u/14810726?s=40&v=4,blajanclaudiu,transportation
blajanclaudiu/perfectly,1,https://avatars.githubusercontent.com/u/14810726?s=40&v=4,blajanclaudiu,perfectly
blajanclaudiu/thus,1,https://avatars.githubusercontent.com/u/14810726?s=40&v=4,blajanclaudiu,thus
blajanclaudiu/market,1,https://avatars.githubusercontent.com/u/14810726?s=40&v=4,blajanclaudiu,market
pnewsam/a2a-js,0,https://avatars.githubusercontent.com/u/22651415?s=40&v=4,pnewsam,a2a-js
codedprocessing/hollow,1,https://avatars.githubusercontent.com/u/39759931?s=40&v=4,codedprocessing,hollow
codedprocessing/develop,1,https://avatars.githubusercontent.com/u/39759931?s=40&v=4,codedprocessing,develop
BigbantyHigh/thing,1,https://avatars.githubusercontent.com/u/38776760?s=40&v=4,BigbantyHigh,thing
BigbantyHigh/pile,1,https://avatars.githubusercontent.com/u/38776760?s=40&v=4,BigbantyHigh,pile
anotherepo/wagon,1,https://avatars.githubusercontent.com/u/25816500?s=40&v=4,anotherepo,wagon
LagosStreet/copy,1,https://avatars.githubusercontent.com/u/818442?s=40&v=4,LagosStreet,copy
LagosStreet/window,1,https://avatars.githubusercontent.com/u/818442?s=40&v=4,LagosStreet,window
LagosStreet/notice,1,https://avatars.githubusercontent.com/u/818442?s=40&v=4,LagosStreet,notice
NeuroBlock-crypto/surface,1,https://avatars.githubusercontent.com/u/53195419?s=40&v=4,NeuroBlock-crypto,surface
SummitClause/applied,1,https://avatars.githubusercontent.com/u/15699974?s=40&v=4,SummitClause,applied
SummitClause/center,1,https://avatars.githubusercontent.com/u/15699974?s=40&v=4,SummitClause,center
aicoding-caret/caret-zero,2,https://avatars.githubusercontent.com/u/208733330?s=40&v=4,aicoding-caret,caret-zero
kimtth/azure-openai-llm-cookbook,6,https://avatars.githubusercontent.com/u/13846660?s=40&v=4,kimtth,azure-openai-llm-cookbook
waalexan/genkit,0,https://avatars.githubusercontent.com/u/101889111?s=40&v=4,waalexan,genkit
nrson/A2A,0,https://avatars.githubusercontent.com/u/33883366?s=40&v=4,nrson,A2A
appdenn/openai-api-proxy,0,https://avatars.githubusercontent.com/u/88690421?s=40&v=4,appdenn,openai-api-proxy
jgeofil/generative-ai,0,https://avatars.githubusercontent.com/u/12494787?s=40&v=4,jgeofil,generative-ai
jgeofil/A2A,0,https://avatars.githubusercontent.com/u/12494787?s=40&v=4,jgeofil,A2A
jakobap/aaron,87,https://avatars.githubusercontent.com/u/50320576?s=40&v=4,jakobap,aaron
ssdeanx/Deanmachines-Final,2,https://avatars.githubusercontent.com/u/192780881?s=40&v=4,ssdeanx,Deanmachines-Final
RepairYourTech/Symbiote,0,https://avatars.githubusercontent.com/u/30200484?s=40&v=4,RepairYourTech,Symbiote
rawhide81/UpSkilling,1,https://avatars.githubusercontent.com/u/188873054?s=40&v=4,rawhide81,UpSkilling
cyanmage/agent2agent-technology-discoveringst,0,https://avatars.githubusercontent.com/u/5837949?s=40&v=4,cyanmage,agent2agent-technology-discoveringst
nvanhieu25/A2Atest,0,https://avatars.githubusercontent.com/u/117756121?s=40&v=4,nvanhieu25,A2Atest
sumithpdd/ai-genkit-rag,0,https://avatars.githubusercontent.com/u/325740?s=40&v=4,sumithpdd,ai-genkit-rag
Ajayvtl/febcoder,0,https://avatars.githubusercontent.com/u/145452656?s=40&v=4,Ajayvtl,febcoder
misaosyushi/genkit-rag,0,https://avatars.githubusercontent.com/u/29417241?s=40&v=4,misaosyushi,genkit-rag
amznsri/A2ADemo,0,https://avatars.githubusercontent.com/u/81821089?s=40&v=4,amznsri,A2ADemo
soonstal/usual,1,https://avatars.githubusercontent.com/u/23452805?s=40&v=4,soonstal,usual
elmozapanta/organized,1,https://avatars.githubusercontent.com/u/10482583?s=40&v=4,elmozapanta,organized
elmozapanta/combine,1,https://avatars.githubusercontent.com/u/10482583?s=40&v=4,elmozapanta,combine
azkal279/court,1,https://avatars.githubusercontent.com/u/10296157?s=40&v=4,azkal279,court
soonstal/film,1,https://avatars.githubusercontent.com/u/23452805?s=40&v=4,soonstal,film
thangnch/MiAI_Google_A2A,8,https://avatars.githubusercontent.com/u/43836831?s=40&v=4,thangnch,MiAI_Google_A2A
dso904/Carbon-Manager-Hack4Bengal,0,https://avatars.githubusercontent.com/u/55314406?s=40&v=4,dso904,Carbon-Manager-Hack4Bengal
sachingupta228/laid,1,https://avatars.githubusercontent.com/u/8860161?s=40&v=4,sachingupta228,laid
ovantee/a2a,0,https://avatars.githubusercontent.com/u/63581002?s=40&v=4,ovantee,a2a
paulmicahsalas/bell,1,https://avatars.githubusercontent.com/u/15265196?s=40&v=4,paulmicahsalas,bell
paulmicahsalas/would,1,https://avatars.githubusercontent.com/u/15265196?s=40&v=4,paulmicahsalas,would
mxgdxbz/My-diary,1,https://avatars.githubusercontent.com/u/32716234?s=40&v=4,mxgdxbz,My-diary
bilbywilby/cline,0,https://avatars.githubusercontent.com/u/160368875?s=40&v=4,bilbywilby,cline
bilbywilby/generative-ai,0,https://avatars.githubusercontent.com/u/160368875?s=40&v=4,bilbywilby,generative-ai
voltagr/meal,1,https://avatars.githubusercontent.com/u/8875056?s=40&v=4,voltagr,meal
sachingupta228/do,1,https://avatars.githubusercontent.com/u/8860161?s=40&v=4,sachingupta228,do
sachingupta228/question,1,https://avatars.githubusercontent.com/u/8860161?s=40&v=4,sachingupta228,question
johnin007/increase,1,https://avatars.githubusercontent.com/u/6211470?s=40&v=4,johnin007,increase
Traegervector/spread,1,https://avatars.githubusercontent.com/u/8720531?s=40&v=4,Traegervector,spread
Traegervector/blew,1,https://avatars.githubusercontent.com/u/8720531?s=40&v=4,Traegervector,blew
justicedavid/nation,1,https://avatars.githubusercontent.com/u/3911645?s=40&v=4,justicedavid,nation
justicedavid/political,1,https://avatars.githubusercontent.com/u/3911645?s=40&v=4,justicedavid,political
TrueNorthLogic767/crowd,1,https://avatars.githubusercontent.com/u/2704954?s=40&v=4,TrueNorthLogic767,crowd
TrueNorthLogic767/joy,1,https://avatars.githubusercontent.com/u/2704954?s=40&v=4,TrueNorthLogic767,joy
TrueNorthLogic767/report,1,https://avatars.githubusercontent.com/u/2704954?s=40&v=4,TrueNorthLogic767,report
Griffis/birds,1,https://avatars.githubusercontent.com/u/9301351?s=40&v=4,Griffis,birds
Griffis/cake,1,https://avatars.githubusercontent.com/u/9301351?s=40&v=4,Griffis,cake
kxkaloo/return,0,https://avatars.githubusercontent.com/u/28609802?s=40&v=4,kxkaloo,return
EmberAGI/arbitrum-vibekit,20,https://avatars.githubusercontent.com/u/112098355?s=40&v=4,EmberAGI,arbitrum-vibekit
johnbossco725/group,1,https://avatars.githubusercontent.com/u/9940416?s=40&v=4,johnbossco725,group
bjoernbonk/ipfs-uploader,1,https://avatars.githubusercontent.com/u/1362047?s=40&v=4,bjoernbonk,ipfs-uploader
Pacifique001/mama_care,0,https://avatars.githubusercontent.com/u/205538614?s=40&v=4,Pacifique001,mama_care
gagan114662/roocode_api,0,https://avatars.githubusercontent.com/u/189418381?s=40&v=4,gagan114662,roocode_api
Drock59/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/172109483?s=40&v=4,Drock59,codelab-ai-genkit-rag
Modern-Prometheus-AI/Apex-CodeGenesis-VSCode,0,https://avatars.githubusercontent.com/u/202560613?s=40&v=4,Modern-Prometheus-AI,Apex-CodeGenesis-VSCode
Ash-the-practical-programmer/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/83904240?s=40&v=4,Ash-the-practical-programmer,codelab-ai-genkit-rag
Chaturee/to-do_list_aca,0,https://avatars.githubusercontent.com/u/206964370?s=40&v=4,Chaturee,to-do_list_aca
Ibuki-Bobby-Inomata/A2A_inomata_change,0,https://avatars.githubusercontent.com/u/44492439?s=40&v=4,Ibuki-Bobby-Inomata,A2A_inomata_change
HahneAI/side-branch-A2A,0,https://avatars.githubusercontent.com/u/199967534?s=40&v=4,HahneAI,side-branch-A2A
egor-baranov/a2a-ui,9,https://avatars.githubusercontent.com/u/49813134?s=40&v=4,egor-baranov,a2a-ui
yiyinchiang/eyewear,0,https://avatars.githubusercontent.com/u/207774243?s=40&v=4,yiyinchiang,eyewear
aybakana/Codelab-ai-getkit-rag-test,0,https://avatars.githubusercontent.com/u/9190945?s=40&v=4,aybakana,Codelab-ai-getkit-rag-test
Borntobeanalpha/openai-api-proxy,0,https://avatars.githubusercontent.com/u/207858369?s=40&v=4,Borntobeanalpha,openai-api-proxy
nohe427/firebase-docs-mcp,0,https://avatars.githubusercontent.com/u/3211589?s=40&v=4,nohe427,firebase-docs-mcp
j0y0nt/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/115058255?s=40&v=4,j0y0nt,codelab-ai-genkit-rag
AdamFromdust/studio_old,0,https://avatars.githubusercontent.com/u/200910176?s=40&v=4,AdamFromdust,studio_old
lorettarehm/generative-ai-starter,1,https://avatars.githubusercontent.com/u/39778891?s=40&v=4,lorettarehm,generative-ai-starter
GradientExplode/Agentic-AI-Coder,0,https://avatars.githubusercontent.com/u/184383765?s=40&v=4,GradientExplode,Agentic-AI-Coder
jedi4ever/autocoder-cline,2,https://avatars.githubusercontent.com/u/70908?s=40&v=4,jedi4ever,autocoder-cline
brunogrbavac/daytona-a2a,0,https://avatars.githubusercontent.com/u/33067062?s=40&v=4,brunogrbavac,daytona-a2a
zhewenzhang/codelabDave250414,0,https://avatars.githubusercontent.com/u/26040944?s=40&v=4,zhewenzhang,codelabDave250414
agwamawar/viral-video-burst,0,https://avatars.githubusercontent.com/u/197647367?s=40&v=4,agwamawar,viral-video-burst
salvatorelaspata/mcp-smanetting,0,https://avatars.githubusercontent.com/u/16669535?s=40&v=4,salvatorelaspata,mcp-smanetting
gentlemarc/codelab,0,https://avatars.githubusercontent.com/u/69626685?s=40&v=4,gentlemarc,codelab
AgentFlow-Hub/MVP,0,https://avatars.githubusercontent.com/u/205887198?s=40&v=4,AgentFlow-Hub,MVP
agentdevhub/A2A,0,https://avatars.githubusercontent.com/u/207318915?s=40&v=4,agentdevhub,A2A
RooCodeInc/Roo-Code-Marketplace,16,https://avatars.githubusercontent.com/u/211522643?s=40&v=4,RooCodeInc,Roo-Code-Marketplace
Clearner1/A2A2,0,https://avatars.githubusercontent.com/u/84553071?s=40&v=4,Clearner1,A2A2
ssdeanx/deanmachines-front,1,https://avatars.githubusercontent.com/u/192780881?s=40&v=4,ssdeanx,deanmachines-front
patruff/genkit_a2a_dnd,0,https://avatars.githubusercontent.com/u/14841709?s=40&v=4,patruff,genkit_a2a_dnd
yamamomo2022/tutorial_genkit,0,https://avatars.githubusercontent.com/u/98459873?s=40&v=4,yamamomo2022,tutorial_genkit
anisirji/A2A-Basic-Implementation,0,https://avatars.githubusercontent.com/u/72395988?s=40&v=4,anisirji,A2A-Basic-Implementation
schogini/techietalksai,21,https://avatars.githubusercontent.com/u/8344498?s=40&v=4,schogini,techietalksai
MjrTom/Apex-CodeGenesis-VSCode,0,https://avatars.githubusercontent.com/u/1137977?s=40&v=4,MjrTom,Apex-CodeGenesis-VSCode
KostyalBalint/02808-PersonalData-food-track,0,https://avatars.githubusercontent.com/u/10886602?s=40&v=4,KostyalBalint,02808-PersonalData-food-track
Cloud-and-Things/A2A,0,https://avatars.githubusercontent.com/u/142431932?s=40&v=4,Cloud-and-Things,A2A
mmrech/generative-ai2,0,https://avatars.githubusercontent.com/u/137358704?s=40&v=4,mmrech,generative-ai2
Gowthamanravindran/genkit_vacay,0,https://avatars.githubusercontent.com/u/36071039?s=40&v=4,Gowthamanravindran,genkit_vacay
000afterlife000/covidhole,0,https://avatars.githubusercontent.com/u/138480771?s=40&v=4,000afterlife000,covidhole
Riteshsulakhe1/firebase-ai-genkit-test,0,https://avatars.githubusercontent.com/u/22408893?s=40&v=4,Riteshsulakhe1,firebase-ai-genkit-test
hannahbellesheart/blackbox.ai.security.analysis,2,https://avatars.githubusercontent.com/u/159597144?s=40&v=4,hannahbellesheart,blackbox.ai.security.analysis
lifeislife13/flutter_app_kink-s-Me,0,https://avatars.githubusercontent.com/u/202276707?s=40&v=4,lifeislife13,flutter_app_kink-s-Me
HarleyCoops/Agent2Agent,1,https://avatars.githubusercontent.com/u/76745467?s=40&v=4,HarleyCoops,Agent2Agent
FirebaseExtended/solution-ai-barista,14,https://avatars.githubusercontent.com/u/42357678?s=40&v=4,FirebaseExtended,solution-ai-barista
mbleigh/fdc-movies,3,https://avatars.githubusercontent.com/u/1022?s=40&v=4,mbleigh,fdc-movies
SmokeJoy/Jarvis-IDE,0,https://avatars.githubusercontent.com/u/204629920?s=40&v=4,SmokeJoy,Jarvis-IDE
ARAVINDAN20/Web_search_chat_bot_with_LLMs-,0,https://avatars.githubusercontent.com/u/116174602?s=40&v=4,ARAVINDAN20,Web_search_chat_bot_with_LLMs-
maik205/LearnEZ_Backend,0,https://avatars.githubusercontent.com/u/34957236?s=40&v=4,maik205,LearnEZ_Backend
justinlietz93/Apex-CodeGenesis,26,https://avatars.githubusercontent.com/u/156801407?s=40&v=4,justinlietz93,Apex-CodeGenesis
Liam-Dev1/cics-task-management,1,https://avatars.githubusercontent.com/u/197221732?s=40&v=4,Liam-Dev1,cics-task-management
mmrech/generative-ai,0,https://avatars.githubusercontent.com/u/137358704?s=40&v=4,mmrech,generative-ai
angular/examples,229,https://avatars.githubusercontent.com/u/139426?s=40&v=4,angular,examples
flutter/demos,34,https://avatars.githubusercontent.com/u/14101776?s=40&v=4,flutter,demos
MoonPy-Eng/GCP,0,https://avatars.githubusercontent.com/u/155600536?s=40&v=4,MoonPy-Eng,GCP
j3brns/firebase-genkit,0,https://avatars.githubusercontent.com/u/145933556?s=40&v=4,j3brns,firebase-genkit
houssamlaghzil/Alfheim,0,https://avatars.githubusercontent.com/u/55235012?s=40&v=4,houssamlaghzil,Alfheim
iiutkarsh/Nirabhi---Content-Moderation-with-AI,0,https://avatars.githubusercontent.com/u/196744088?s=40&v=4,iiutkarsh,Nirabhi---Content-Moderation-with-AI
akshatvermavi/run_time_error__,0,https://avatars.githubusercontent.com/u/99114167?s=40&v=4,akshatvermavi,run_time_error__
RemyLoveLogicAI/Roo-Code,0,https://avatars.githubusercontent.com/u/177037061?s=40&v=4,RemyLoveLogicAI,Roo-Code
robert2687/genkirag,0,https://avatars.githubusercontent.com/u/61082297?s=40&v=4,robert2687,genkirag
robert2687/firrebase-genkit-rag,0,https://avatars.githubusercontent.com/u/61082297?s=40&v=4,robert2687,firrebase-genkit-rag
likhon-developer/chat-ui,2,https://avatars.githubusercontent.com/u/132718224?s=40&v=4,likhon-developer,chat-ui
wolverin0/Roo-web-socket,0,https://avatars.githubusercontent.com/u/135726830?s=40&v=4,wolverin0,Roo-web-socket
libertyteeth/roo-fixes,0,https://avatars.githubusercontent.com/u/32841567?s=40&v=4,libertyteeth,roo-fixes
RodimusGPT/finder-kode,0,https://avatars.githubusercontent.com/u/129975483?s=40&v=4,RodimusGPT,finder-kode
vishal84/FirebaseGenkit,0,https://avatars.githubusercontent.com/u/5624846?s=40&v=4,vishal84,FirebaseGenkit
dext7r/cline-chinese,0,https://avatars.githubusercontent.com/u/69443639?s=40&v=4,dext7r,cline-chinese
evanca/greeting_card_generator,4,https://avatars.githubusercontent.com/u/33544598?s=40&v=4,evanca,greeting_card_generator
evanmcpheron/cicd,0,https://avatars.githubusercontent.com/u/54249617?s=40&v=4,evanmcpheron,cicd
awsh-enterprises/RooCode-Auto-Legacy,0,https://avatars.githubusercontent.com/u/140284579?s=40&v=4,awsh-enterprises,RooCode-Auto-Legacy
entrepeneur4lyf/NeuronLink-CA,0,https://avatars.githubusercontent.com/u/7050547?s=40&v=4,entrepeneur4lyf,NeuronLink-CA
entrepeneur4lyf/cline,1,https://avatars.githubusercontent.com/u/7050547?s=40&v=4,entrepeneur4lyf,cline
dev999900001111/hapteec-server,0,https://avatars.githubusercontent.com/u/127655861?s=40&v=4,dev999900001111,hapteec-server
bountymac/Roo-Code,0,https://avatars.githubusercontent.com/u/161611901?s=40&v=4,bountymac,Roo-Code
Jobikinobi/cline,0,https://avatars.githubusercontent.com/u/328904?s=40&v=4,Jobikinobi,cline
Narendrareddygithub/cline,0,https://avatars.githubusercontent.com/u/159779479?s=40&v=4,Narendrareddygithub,cline
blazgocompany/DecaCoder,0,https://avatars.githubusercontent.com/u/96586789?s=40&v=4,blazgocompany,DecaCoder
ednadempsey523/something,0,https://avatars.githubusercontent.com/u/4394057?s=40&v=4,ednadempsey523,something
sumonst21/genkit,0,https://avatars.githubusercontent.com/u/7096865?s=40&v=4,sumonst21,genkit
rudyboy80/compass-ai-travel-planning,0,https://avatars.githubusercontent.com/u/9327706?s=40&v=4,rudyboy80,compass-ai-travel-planning
Commencement-Technology/cline,0,https://avatars.githubusercontent.com/u/66028997?s=40&v=4,Commencement-Technology,cline
abdulrahman305/langchainjs,0,https://avatars.githubusercontent.com/u/131770526?s=40&v=4,abdulrahman305,langchainjs
Cheem-cloud/App,0,https://avatars.githubusercontent.com/u/204778307?s=40&v=4,Cheem-cloud,App
taisei173263/codecorch,0,https://avatars.githubusercontent.com/u/69841448?s=40&v=4,taisei173263,codecorch
mlhiter/mini-cline,0,https://avatars.githubusercontent.com/u/100181513?s=40&v=4,mlhiter,mini-cline
adityagupta0251/Multiplayer-game-using-Pears-simulative-through-ai-also,0,https://avatars.githubusercontent.com/u/166922118?s=40&v=4,adityagupta0251,Multiplayer-game-using-Pears-simulative-through-ai-also
AIZSQ521/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/57882104?s=40&v=4,AIZSQ521,codelab-ai-genkit-rag
tiwariabhi5/my-test-genkit,0,https://avatars.githubusercontent.com/u/117805822?s=40&v=4,tiwariabhi5,my-test-genkit
billy-a/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/63648888?s=40&v=4,billy-a,codelab-ai-genkit-rag
willgiton/roocode-fork,0,https://avatars.githubusercontent.com/u/33313201?s=40&v=4,willgiton,roocode-fork
arianexlee/wakeywakey,0,https://avatars.githubusercontent.com/u/84607438?s=40&v=4,arianexlee,wakeywakey
jskroby/doordash-dashboard,0,https://avatars.githubusercontent.com/u/54971219?s=40&v=4,jskroby,doordash-dashboard
acrive82/codelab-ai-genkit-rag-my,0,https://avatars.githubusercontent.com/u/536562?s=40&v=4,acrive82,codelab-ai-genkit-rag-my
shivanshu407/travelblogv2,0,https://avatars.githubusercontent.com/u/120252478?s=40&v=4,shivanshu407,travelblogv2
LegalDefenseHub/Google-cound,0,https://avatars.githubusercontent.com/u/190258342?s=40&v=4,LegalDefenseHub,Google-cound
dhingl/codelab-genai,0,https://avatars.githubusercontent.com/u/87662284?s=40&v=4,dhingl,codelab-genai
MadhavKanna/genai-genesis,1,https://avatars.githubusercontent.com/u/100058621?s=40&v=4,MadhavKanna,genai-genesis
yamamomo2022/tutorial_firebase_genkit_official,0,https://avatars.githubusercontent.com/u/98459873?s=40&v=4,yamamomo2022,tutorial_firebase_genkit_official
arthrod/generative-ai,0,https://avatars.githubusercontent.com/u/89408329?s=40&v=4,arthrod,generative-ai
arthrod/Roo-Cline,0,https://avatars.githubusercontent.com/u/89408329?s=40&v=4,arthrod,Roo-Cline
diamatriz/axtixti,0,https://avatars.githubusercontent.com/u/200128361?s=40&v=4,diamatriz,axtixti
jurgen-paul/huggungface.chat-ui,0,https://avatars.githubusercontent.com/u/126770103?s=40&v=4,jurgen-paul,huggungface.chat-ui
yeokyeong-yoon/yeokyeong-yoon.github.io,0,https://avatars.githubusercontent.com/u/128676129?s=40&v=4,yeokyeong-yoon,yeokyeong-yoon.github.io
Pudgehunter/Learning-Firebase-Genkit,0,https://avatars.githubusercontent.com/u/53494943?s=40&v=4,Pudgehunter,Learning-Firebase-Genkit
Fush1m1/sudoku,1,https://avatars.githubusercontent.com/u/63510906?s=40&v=4,Fush1m1,sudoku
taokepppooo/cursor,0,https://avatars.githubusercontent.com/u/24931132?s=40&v=4,taokepppooo,cursor
mlhiter/sline,0,https://avatars.githubusercontent.com/u/100181513?s=40&v=4,mlhiter,sline
quadratichq/quadratic,3661,https://avatars.githubusercontent.com/u/101591215?s=40&v=4,quadratichq,quadratic
hewansirak/LLM_Judge,0,https://avatars.githubusercontent.com/u/105466147?s=40&v=4,hewansirak,LLM_Judge
mattsday/reviews-app,0,https://avatars.githubusercontent.com/u/9934992?s=40&v=4,mattsday,reviews-app
chainninja/ai-agent-mcp-demo,1,https://avatars.githubusercontent.com/u/85169739?s=40&v=4,chainninja,ai-agent-mcp-demo
klu-ai/grok-code,1,https://avatars.githubusercontent.com/u/124870686?s=40&v=4,klu-ai,grok-code
codeboltutils/multillm-node,0,https://avatars.githubusercontent.com/u/180016230?s=40&v=4,codeboltutils,multillm-node
SquareandCompass/Cline_AI_Coder,0,https://avatars.githubusercontent.com/u/11151457?s=40&v=4,SquareandCompass,Cline_AI_Coder
kkaticld/firebase-genkit,0,https://avatars.githubusercontent.com/u/179994406?s=40&v=4,kkaticld,firebase-genkit
Takeshi-OO/gemini-chat-lib,0,https://avatars.githubusercontent.com/u/108854029?s=40&v=4,Takeshi-OO,gemini-chat-lib
thekingwithdonkeyears/website,0,https://avatars.githubusercontent.com/u/202500097?s=40&v=4,thekingwithdonkeyears,website
nanameru/slacline,0,https://avatars.githubusercontent.com/u/86884048?s=40&v=4,nanameru,slacline
sapientcoffee/daily-grind,0,https://avatars.githubusercontent.com/u/56030?s=40&v=4,sapientcoffee,daily-grind
behavy/chat-ui,0,https://avatars.githubusercontent.com/u/127784779?s=40&v=4,behavy,chat-ui
SomeCodingUser/codelab-ai-genkit-rag,0,https://avatars.githubusercontent.com/u/22557413?s=40&v=4,SomeCodingUser,codelab-ai-genkit-rag
andredale03/portfolio,0,https://avatars.githubusercontent.com/u/203150703?s=40&v=4,andredale03,portfolio
LoveDoLove-Forked-Projects/cline,0,https://avatars.githubusercontent.com/u/157819380?s=40&v=4,LoveDoLove-Forked-Projects,cline
tmm-dev-2/vercel,0,https://avatars.githubusercontent.com/u/196379356?s=40&v=4,tmm-dev-2,vercel
mrroccodev/firestore-genai-chatbot-fork,0,https://avatars.githubusercontent.com/u/26484125?s=40&v=4,mrroccodev,firestore-genai-chatbot-fork
Niell007/cline,0,https://avatars.githubusercontent.com/u/47694263?s=40&v=4,Niell007,cline
Niell007/chat-ui,0,https://avatars.githubusercontent.com/u/47694263?s=40&v=4,Niell007,chat-ui
zetsu012/ai-agent,0,https://avatars.githubusercontent.com/u/128967299?s=40&v=4,zetsu012,ai-agent
Moltrex82/Prueba-Genkit-Firebase,0,https://avatars.githubusercontent.com/u/73504786?s=40&v=4,Moltrex82,Prueba-Genkit-Firebase
Mathis1692/test4,0,https://avatars.githubusercontent.com/u/179210648?s=40&v=4,Mathis1692,test4
nyxkrage/claude-code,0,https://avatars.githubusercontent.com/u/46626618?s=40&v=4,nyxkrage,claude-code
muhammadadmiral/Growthify,0,https://avatars.githubusercontent.com/u/153513641?s=40&v=4,muhammadadmiral,Growthify
PrajnaLabs/Obsidian,0,https://avatars.githubusercontent.com/u/200962941?s=40&v=4,PrajnaLabs,Obsidian
RohitNagareddy/generative-ai,0,https://avatars.githubusercontent.com/u/96860962?s=40&v=4,RohitNagareddy,generative-ai
outlndrr-pr/pixel-wars,0,https://avatars.githubusercontent.com/u/186416372?s=40&v=4,outlndrr-pr,pixel-wars
seanaguinaga/retriever-collection-error,0,https://avatars.githubusercontent.com/u/15254340?s=40&v=4,seanaguinaga,retriever-collection-error
TeamADAPT/NovaIDE,0,https://avatars.githubusercontent.com/u/181675239?s=40&v=4,TeamADAPT,NovaIDE
cabljac/genkit-upscale-repro,0,https://avatars.githubusercontent.com/u/32874567?s=40&v=4,cabljac,genkit-upscale-repro
sosloan/genkit,0,https://avatars.githubusercontent.com/u/20196413?s=40&v=4,sosloan,genkit
sosloan/chat-ui,0,https://avatars.githubusercontent.com/u/20196413?s=40&v=4,sosloan,chat-ui
saiterala/personal-assitant,0,https://avatars.githubusercontent.com/u/36340387?s=40&v=4,saiterala,personal-assitant
benjaminpittsley/blackboxai-1741230144785,0,https://avatars.githubusercontent.com/u/185556185?s=40&v=4,benjaminpittsley,blackboxai-1741230144785
garnet-labs/cline,0,https://avatars.githubusercontent.com/u/68412253?s=40&v=4,garnet-labs,cline
Vesias/cline,0,https://avatars.githubusercontent.com/u/93291742?s=40&v=4,Vesias,cline
oleksii00ishchenko/genkit-overview,0,https://avatars.githubusercontent.com/u/103244387?s=40&v=4,oleksii00ishchenko,genkit-overview
sudhirnagendragupta/codelab-ai-genkit-compass,0,https://avatars.githubusercontent.com/u/35919074?s=40&v=4,sudhirnagendragupta,codelab-ai-genkit-compass
lcm2-cloud/SalesIQ2,0,https://avatars.githubusercontent.com/u/201855608?s=40&v=4,lcm2-cloud,SalesIQ2
imtiazc/ai-genkit-rag,0,https://avatars.githubusercontent.com/u/4064300?s=40&v=4,imtiazc,ai-genkit-rag
cisstech/platon,12,https://avatars.githubusercontent.com/u/98898471?s=40&v=4,cisstech,platon
